Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
SP2,22/08/16,Zaragoza,UCAM Murcia,3,1,H,3,0,H,1.8,3.4,4.75,1.75,3.25,4.5,1.75,3.4,4.3,1.85,3.3,4.5,1.9,3.42,4.84,1.83,3.2,4.5,1.83,3.3,5,52,1.9,1.83,3.5,3.28,5,4.45,38,2.5,2.33,1.61,1.55,25,-0.5,1.9,1.83,2.06,1.97,2.09,3.22,4.25
SP2,26/08/16,Getafe,Numancia,0,0,D,0,0,D,1.75,3.4,5,1.8,3.4,4.75,1.75,3.4,4.3,1.8,3.2,5,1.85,3.36,5.34,1.75,3.2,5,1.8,3.3,5.2,53,1.85,1.79,3.4,3.23,5.59,4.84,37,2.61,2.44,1.56,1.5,26,-0.5,1.85,1.79,2.11,2.02,1.82,3.45,5.36
SP2,26/08/16,Tenerife,Sevilla B,1,1,D,0,1,A,1.91,3.2,4.33,1.95,3.25,4.2,1.9,3.3,3.7,1.95,3.2,4.2,1.99,3.34,4.48,1.91,3.2,4,1.95,3.25,4.33,53,2.01,1.93,3.34,3.22,4.48,4.05,36,2.39,2.28,1.62,1.57,26,-0.5,2.01,1.93,1.94,1.86,1.79,3.58,5.39
SP2,27/08/16,Girona,Elche,3,1,H,2,0,H,1.8,3.4,4.75,1.87,3.25,4.6,1.85,3.4,3.8,1.8,3.25,5,1.85,3.4,5.27,1.8,3.2,4.5,1.83,3.4,4.8,47,1.87,1.82,3.4,3.28,5.27,4.58,37,2.49,2.33,1.58,1.55,25,-0.5,1.87,1.82,2.08,1.98,1.87,3.44,5.02
SP2,27/08/16,Lugo,Zaragoza,3,3,D,1,1,D,2.38,3.1,3.1,2.45,3,3.1,2.3,3.2,2.8,2.4,3,3.2,2.46,3.17,3.29,2.38,3,3.1,2.4,3.13,3.2,52,2.46,2.38,3.2,3.06,3.29,3.05,37,2.43,2.28,1.61,1.57,26,-0.25,2.09,2.03,1.85,1.79,2.66,3.21,2.95
SP2,27/08/16,Oviedo,Almeria,2,0,H,0,0,D,2.05,3.1,4,2.05,3.2,3.8,2.1,3.3,3.1,2.15,3,3.75,2.2,3.21,3.86,2.15,3.1,3.4,2.1,3.2,3.8,53,2.2,2.1,3.3,3.12,4,3.57,38,2.42,2.31,1.61,1.56,27,-0.25,1.88,1.8,2.11,2.01,2.16,3.29,3.87
SP2,27/08/16,Reus Deportiu,Mirandes,1,1,D,1,1,D,2.4,3.2,3,2.35,2.95,3.4,2.2,3.2,3,2.4,2.9,3.2,2.53,3.05,3.31,2.25,2.9,3.4,2.4,3,3.3,51,2.53,2.39,3.2,2.97,3.4,3.11,36,2.75,2.57,1.51,1.46,25,-0.25,2.16,2.07,1.84,1.76,2.47,3.15,3.31
SP2,28/08/16,Cadiz,Mallorca,1,1,D,1,0,H,2.38,3,3.25,2.45,3,3.1,2.4,3.2,2.7,2.4,2.9,3.3,2.43,3.02,3.51,2.38,2.88,3.2,2.4,3,3.3,52,2.47,2.38,3.2,2.96,3.51,3.15,38,2.75,2.56,1.5,1.46,26,-0.25,2.11,2.03,1.87,1.78,2.54,2.99,3.36
SP2,28/08/16,Huesca,Gimnastic,1,1,D,0,0,D,2.2,3.1,3.5,2.2,3.1,3.5,2.2,3.2,3,2.15,3,3.75,2.19,3.2,3.92,2.15,3.1,3.4,2.15,3.2,3.7,51,2.22,2.14,3.25,3.1,3.92,3.5,36,2.42,2.28,1.61,1.57,25,-0.25,1.86,1.81,2.08,1.99,2.23,3.21,3.78
SP2,28/08/16,Levante,Alcorcon,2,0,H,2,0,H,1.91,3.25,4.33,1.85,3.3,4.6,2,3.3,3.3,1.91,3.1,4.5,1.92,3.32,4.92,1.91,3.1,4.33,1.95,3.2,4.5,51,2,1.89,3.32,3.17,4.92,4.32,37,2.6,2.49,1.53,1.49,25,-0.5,1.96,1.9,2,1.9,2.02,3.21,4.56
SP2,28/08/16,UCAM Murcia,Cordoba,1,1,D,0,0,D,2.4,3,3.2,2.4,3.1,3.1,2.4,3.2,2.7,2.5,3,2.9,2.64,3.12,3.07,2.5,2.9,3,2.6,3,3,50,2.64,2.48,3.2,2.98,3.2,2.97,36,2.6,2.45,1.56,1.5,24,-0.25,2.23,2.12,1.76,1.71,2.85,3.07,2.88
SP2,28/08/16,Vallecano,Valladolid,0,0,D,0,0,D,1.85,3.4,4.33,1.95,3.4,3.9,1.9,3.3,3.7,1.91,3.3,4.2,1.99,3.41,4.35,1.95,3.3,3.8,1.91,3.4,4.3,51,1.99,1.91,3.41,3.31,4.35,4.02,39,2.21,2.1,1.75,1.68,24,-0.5,1.99,1.9,1.99,1.9,1.82,3.67,4.96
SP2,02/09/16,Cordoba,Lugo,3,3,D,1,1,D,1.95,3.3,4,1.95,3.25,4.1,1.9,3.3,3.7,1.95,3.25,4,2.01,3.39,4.29,1.91,3.1,4.2,2,3.3,4,55,2.01,1.95,3.4,3.24,4.31,3.95,42,2.3,2.18,1.71,1.64,27,-0.5,2.01,1.95,1.92,1.85,1.94,3.41,4.62
SP2,02/09/16,Sevilla B,UCAM Murcia,1,1,D,0,0,D,2.2,3.2,3.4,2.2,3,3.7,2.2,3.2,3,2.2,3,3.6,2.24,3.19,3.78,2.2,3,3.4,2.2,3.1,3.6,54,2.26,2.18,3.2,3.06,3.78,3.45,37,2.55,2.41,1.56,1.51,26,-0.25,1.92,1.86,2.02,1.96,2.2,3.14,3.95
SP2,03/09/16,Almeria,Vallecano,3,0,H,2,0,H,2.88,3.2,2.5,2.7,3.25,2.6,2.7,3.2,2.4,2.75,3.2,2.5,2.87,3.35,2.65,2.6,3.1,2.6,2.8,3.3,2.55,53,2.9,2.75,3.35,3.16,2.65,2.52,43,2.11,2.02,1.86,1.74,26,0,2.06,1.99,1.88,1.82,2.99,3.18,2.66
SP2,03/09/16,Elche,Tenerife,3,1,H,1,0,H,2.15,3.2,3.4,2.3,3.1,3.3,2.3,3.2,2.8,2.2,3,3.5,2.28,3.17,3.71,2.15,3.1,3.4,2.25,3.1,3.5,55,2.31,2.21,3.2,3.07,3.71,3.35,39,2.54,2.4,1.56,1.52,28,-0.25,1.97,1.88,2,1.93,2.07,3.15,4.41
SP2,03/09/16,Getafe,Reus Deportiu,1,1,D,0,0,D,1.65,3.6,5.5,1.72,3.4,5.5,1.7,3.5,4.4,1.65,3.3,6,1.67,3.59,6.84,1.7,3.3,5,1.65,3.5,6.25,55,1.72,1.67,3.6,3.39,6.84,5.49,39,2.46,2.37,1.58,1.54,28,-0.75,1.94,1.88,2.02,1.93,1.69,3.62,6.33
SP2,03/09/16,Mirandes,Cadiz,3,2,H,0,2,A,1.95,3.3,4,1.95,3.1,4.4,1.9,3.3,3.7,1.95,3.1,4.33,1.99,3.27,4.61,1.91,3.2,4,1.95,3.25,4.33,55,2,1.93,3.3,3.16,4.61,4.14,39,2.52,2.37,1.59,1.54,27,-0.5,2,1.93,1.94,1.86,2.13,3.15,4.2
SP2,03/09/16,Valladolid,Girona,2,1,H,2,0,H,2.3,3,3.4,2.4,3.2,3,2.4,3.2,2.7,2.3,3.1,3.2,2.35,3.29,3.38,2.3,3.1,3.1,2.38,3.13,3.25,55,2.45,2.32,3.29,3.09,3.5,3.13,38,2.35,2.23,1.67,1.59,28,-0.25,2.07,1.98,1.92,1.83,2.4,3.16,3.42
SP2,04/09/16,Gimnastic,Levante,1,1,D,0,0,D,2.6,3.2,2.7,2.7,3,2.8,2.6,3,2.6,2.7,3,2.75,2.8,3.12,2.88,2.5,3,2.9,2.7,3.1,2.8,50,2.8,2.64,3.2,3.03,2.9,2.74,40,2.45,2.32,1.6,1.55,27,0,1.96,1.88,1.99,1.92,2.81,3.19,2.81
SP2,04/09/16,Mallorca,Oviedo,0,0,D,0,0,D,2.25,3.1,3.4,2.2,3.1,3.5,2.3,3.2,2.8,2.2,3,3.5,2.24,3.19,3.76,2.3,3,3.2,2.25,3.1,3.5,54,2.3,2.22,3.2,3.04,3.76,3.38,39,2.59,2.44,1.53,1.5,27,-0.25,1.97,1.9,2,1.91,2.27,3.14,3.77
SP2,04/09/16,Numancia,Alcorcon,1,1,D,1,1,D,2.25,3.1,3.4,2.3,3.1,3.3,2.3,3.2,2.8,2.3,3.1,3.25,2.4,3.23,3.36,2.2,3.1,3.3,2.3,3.2,3.3,54,2.4,2.27,3.25,3.09,3.5,3.2,39,2.37,2.23,1.66,1.6,27,-0.25,2.04,1.94,1.93,1.87,2.53,3.03,3.33
SP2,04/09/16,Zaragoza,Huesca,1,0,H,0,0,D,1.91,3.4,4,1.95,3.25,4.2,1.9,3.3,3.7,1.95,3.25,4.2,1.99,3.38,4.42,1.95,3.25,3.8,1.95,3.4,4.1,51,2,1.94,3.4,3.25,4.42,3.95,36,2.25,2.15,1.73,1.64,25,-0.5,2.01,1.94,1.92,1.86,1.87,3.54,4.82
SP2,10/09/16,Levante,Zaragoza,4,2,H,3,1,H,1.95,3.3,4,2,3.25,4.1,2,3.3,3.3,2,3.2,4,2.05,3.34,4.21,2,3.2,3.8,2,3.25,4.1,51,2.05,1.99,3.34,3.19,4.21,3.86,38,2.32,2.23,1.66,1.6,27,-0.5,2.06,2,1.89,1.82,1.79,3.58,5.3
SP2,10/09/16,Lugo,Sevilla B,1,0,H,0,0,D,1.95,3.3,4,2,3.4,3.9,2,3.3,3.3,2,3.4,3.6,2.08,3.54,3.82,2,3.4,3.5,2,3.5,3.8,56,2.08,1.99,3.55,3.42,4,3.57,45,1.95,1.86,2,1.88,27,-0.5,2.08,1.99,1.88,1.82,2.18,3.47,3.59
SP2,10/09/16,Reus Deportiu,Numancia,1,1,D,0,0,D,2.3,3.1,3.25,2.35,3.1,3.3,2.2,3.2,3,2.4,3,3.1,2.49,3.14,3.27,2.25,3,3.3,2.4,3.1,3.25,55,2.49,2.34,3.2,3.03,3.4,3.14,39,2.6,2.47,1.53,1.49,27,-0.25,2.12,2.02,1.84,1.8,2.58,3.12,3.16
SP2,10/09/16,Tenerife,Valladolid,1,0,H,1,0,H,2.4,3.25,2.9,2.4,3.1,3.2,2.4,3.2,2.7,2.5,3.1,2.9,2.55,3.25,3.08,2.38,3.1,2.9,2.5,3.13,3,56,2.55,2.43,3.25,3.12,3.2,2.91,39,2.3,2.2,1.7,1.61,27,-0.25,2.2,2.1,1.78,1.73,2.49,3.1,3.32
SP2,11/09/16,Alcorcon,Gimnastic,1,0,H,0,0,D,2,3.2,4,2.1,3.1,4,2,3.3,3.3,2.05,3.1,4,2.08,3.25,4.21,2.05,2.9,4,2.05,3.13,4.1,51,2.11,2.04,3.3,3.1,4.21,3.84,40,2.6,2.48,1.53,1.49,27,-0.5,2.11,2.03,1.85,1.77,2.02,3.27,4.45
SP2,11/09/16,Cadiz,Getafe,3,0,H,1,0,H,2.7,3.1,2.7,2.45,2.9,2.9,2.5,3.2,2.6,2.7,3,2.75,2.84,3.14,2.82,2.7,2.9,2.75,2.75,3.1,2.75,56,2.84,2.66,3.2,3.02,2.9,2.7,39,2.5,2.36,1.58,1.54,28,0,1.98,1.9,1.97,1.91,2.67,3.11,3.04
SP2,11/09/16,Girona,Almeria,3,3,D,2,1,H,1.8,3.5,4.5,1.87,3.4,4.6,1.8,3.4,4,1.83,3.3,4.5,1.85,3.52,4.96,1.8,3.4,4.33,1.8,3.5,4.75,55,1.9,1.81,3.52,3.36,4.96,4.42,42,2.25,2.13,1.74,1.67,27,-0.5,1.9,1.82,2.07,1.99,1.81,3.61,5.15
SP2,11/09/16,Huesca,Cordoba,3,0,H,2,0,H,2.3,3.1,3.2,2.4,3.1,3.2,2.3,3.2,2.8,2.3,3,3.2,2.42,3.19,3.34,2.4,3,3,2.38,3.1,3.25,56,2.42,2.34,3.2,3.07,3.34,3.12,39,2.46,2.34,1.61,1.55,28,-0.25,2.06,2,1.88,1.81,2.26,3.24,3.63
SP2,11/09/16,Oviedo,Mirandes,0,0,D,0,0,D,2,3.3,3.8,2,3.3,4,1.9,3.3,3.7,2.05,3.2,3.8,2.08,3.34,4.08,2,3.2,3.75,2.05,3.25,3.9,56,2.09,2.02,3.34,3.2,4.08,3.74,40,2.3,2.19,1.68,1.63,28,-0.25,1.82,1.76,2.15,2.07,2.07,3.4,4.03
SP2,11/09/16,UCAM Murcia,Elche,1,1,D,0,1,A,2.5,3,3,2.5,3.1,3.1,2.4,3.2,2.7,2.5,3,2.9,2.64,3.11,3.07,2.5,2.9,3,2.6,3,3,55,2.64,2.51,3.2,3,3.1,2.9,39,2.57,2.43,1.56,1.51,27,0,1.84,1.79,2.1,2.03,2.61,3.05,3.18
SP2,11/09/16,Vallecano,Mallorca,1,0,H,0,0,D,1.85,3.4,4.33,1.9,3.4,4.33,1.9,3.3,3.7,1.85,3.4,4.2,1.94,3.51,4.43,1.91,3.25,4,1.95,3.5,4,56,1.95,1.86,3.51,3.35,4.7,4.19,39,2.25,2.11,1.75,1.67,27,-0.5,1.95,1.87,2.01,1.94,1.97,3.57,4.21
SP2,17/09/16,Cordoba,Levante,1,0,H,1,0,H,2.63,3.2,2.7,2.55,3.1,2.6,2.6,3,2.6,2.75,3,2.7,2.83,3.14,2.82,2.6,3,2.75,2.7,3.1,2.8,54,2.83,2.64,3.2,3.05,2.82,2.7,39,2.35,2.25,1.64,1.59,28,0,1.98,1.88,1.99,1.92,3.01,3.1,2.7
SP2,17/09/16,Elche,Lugo,0,3,A,0,2,A,1.91,3.4,4,1.87,3.3,3.8,2,3.3,3.3,1.95,3.25,4,2.03,3.37,4.22,1.95,3.3,3.8,1.95,3.4,4.1,55,2.03,1.95,3.4,3.3,4.22,3.84,42,2.17,2.07,1.8,1.7,27,-0.5,2.03,1.95,1.92,1.85,2,3.37,4.38
SP2,17/09/16,Numancia,Gimnastic,1,0,H,1,0,H,2.2,3,3.6,2.2,2.9,3.3,2.2,3.2,3,2.25,2.9,3.6,2.3,3.11,3.73,2.2,3,3.4,2.2,3.1,3.6,54,2.3,2.2,3.2,3.02,3.73,3.41,39,2.56,2.45,1.55,1.5,28,-0.25,1.96,1.88,1.99,1.92,2.05,3.23,4.42
SP2,17/09/16,Reus Deportiu,Cadiz,1,0,H,0,0,D,2.25,3.2,3.25,2.2,3.1,3.1,2.2,3.2,3,2.3,3,3.2,2.44,3.19,3.31,2.3,3,3.2,2.38,3.1,3.25,55,2.44,2.3,3.2,3.06,3.32,3.18,38,2.45,2.37,1.59,1.53,28,-0.25,2.07,1.97,1.9,1.84,2.25,3.14,3.8
SP2,17/09/16,Valladolid,UCAM Murcia,0,1,A,0,0,D,1.7,3.5,5.25,1.75,3.4,4.25,1.8,3.4,4,1.75,3.25,5.25,1.76,3.47,5.9,1.75,3.25,5,1.75,3.4,5.4,53,1.8,1.76,3.5,3.33,5.9,4.85,38,2.45,2.33,1.61,1.55,26,-0.75,2.08,2,1.9,1.82,2.05,3.22,4.41
SP2,17/09/16,Zaragoza,Alcorcon,2,0,H,1,0,H,1.95,3.5,3.75,2.05,3.25,3.3,2,3.3,3.3,2.05,3.2,3.8,2.1,3.32,4.04,2.05,3.2,3.6,2.05,3.25,3.9,54,2.1,2.02,3.5,3.23,4.04,3.69,37,2.35,2.22,1.66,1.61,27,-0.5,2.1,2.01,1.89,1.8,2.18,3.21,3.94
SP2,18/09/16,Almeria,Tenerife,0,1,A,0,0,D,2.1,3.3,3.5,2.1,3.25,3.2,2,3.3,3.3,2.05,3.1,3.8,2.07,3.29,4.22,2.1,3.1,3.6,2.1,3.2,3.8,55,2.12,2.05,3.3,3.18,4.22,3.67,39,2.36,2.26,1.64,1.58,28,-0.25,1.84,1.77,2.14,2.05,2.19,3.28,3.81
SP2,18/09/16,Getafe,Oviedo,2,1,H,0,1,A,2,3.4,3.75,2,3.2,3.5,2,3.3,3.3,1.95,3.1,4.2,1.99,3.33,4.48,2,3.2,3.8,2,3.25,4.1,55,2.1,1.98,3.4,3.19,4.48,3.86,37,2.42,2.32,1.61,1.56,27,-0.5,2.1,1.99,1.92,1.82,1.88,3.45,4.89
SP2,18/09/16,Mallorca,Girona,1,0,H,1,0,H,2.3,3.25,3.1,2.35,3.1,2.85,2.2,3.2,3,2.3,3.1,3.2,2.39,3.25,3.33,2.25,3.1,3.2,2.3,3.2,3.25,53,2.39,2.28,3.25,3.11,3.35,3.17,36,2.31,2.22,1.66,1.6,28,-0.25,2.05,1.97,1.91,1.84,2.18,3.09,4.16
SP2,18/09/16,Mirandes,Vallecano,2,1,H,1,1,D,2.45,3.2,2.9,2.35,3.1,2.85,2.5,3.2,2.6,2.5,3,2.9,2.62,3.19,3.04,2.5,3.1,2.8,2.55,3.2,2.9,55,2.65,2.49,3.2,3.08,3.04,2.85,39,2.21,2.15,1.74,1.65,28,0,1.84,1.78,2.11,2.03,3.03,3.31,2.54
SP2,18/09/16,Sevilla B,Huesca,2,0,H,0,0,D,2.45,3.25,2.88,2.45,3.1,2.7,2.4,3.2,2.7,2.5,2.9,3,2.65,3.08,3.1,2.5,3,2.88,2.55,3.1,3,54,2.65,2.49,3.25,3.05,3.1,2.88,38,2.42,2.31,1.61,1.56,26,-0.25,2.23,2.12,1.75,1.71,2.74,3.21,2.87
SP2,20/09/16,Alcorcon,Cordoba,0,1,A,0,0,D,2.05,3.2,3.8,2.1,3.1,4,2.1,3.2,3.2,2.1,3,4,2.14,3.11,4.22,2.05,2.9,4,2.1,3.1,4,56,2.14,2.07,3.2,3.04,4.22,3.8,37,2.68,2.49,1.53,1.49,30,-0.25,1.81,1.77,2.13,2.06,2.49,3.1,3.3
SP2,20/09/16,Cadiz,Numancia,1,0,H,0,0,D,2.3,3.1,3.3,2.3,3.1,3.4,2.4,3,2.8,2.38,2.9,3.3,2.44,3.07,3.45,2.3,2.9,3.3,2.38,3,3.3,56,2.46,2.34,3.15,2.99,3.45,3.19,37,2.59,2.45,1.56,1.51,30,-0.25,2.07,1.99,1.88,1.83,2.1,3.16,4.31
SP2,20/09/16,Gimnastic,Zaragoza,0,0,D,0,0,D,2.4,3.1,3.1,2.4,3.1,3.2,2.4,3,2.8,2.4,3,3.1,2.56,3.14,3.16,2.4,3,3,2.45,3.1,3.13,56,2.56,2.41,3.15,3.04,3.29,3.01,39,2.43,2.34,1.6,1.55,30,-0.25,2.16,2.06,1.82,1.77,2.67,3.08,3.07
SP2,20/09/16,Lugo,Valladolid,1,0,H,1,0,H,2.55,3.25,2.75,2.6,3.2,2.85,2.5,3.2,2.6,2.6,3.1,2.8,2.65,3.21,2.97,2.5,3.1,2.8,2.55,3.2,2.9,56,2.68,2.52,3.25,3.11,2.97,2.8,43,2.25,2.13,1.74,1.67,30,0,1.86,1.81,2.09,2.01,2.6,3.26,2.99
SP2,21/09/16,Huesca,Elche,0,3,A,0,0,D,1.95,3.2,4.2,2,3.2,4.2,1.9,3.3,3.7,2,3.1,4,2.08,3.25,4.22,1.95,3.2,4,2,3.2,4.2,53,2.08,1.98,3.3,3.15,4.22,3.96,35,2.42,2.34,1.64,1.56,27,-0.5,2.08,1.98,1.9,1.83,2.22,3.22,3.8
SP2,21/09/16,Levante,Sevilla B,1,0,H,0,0,D,1.53,3.8,6.5,1.57,3.75,6.75,1.6,3.6,5,1.57,3.6,6,1.6,3.93,6.85,1.57,3.6,6,1.57,3.9,6.25,53,1.62,1.56,3.93,3.71,6.85,6.04,39,2.17,2.06,1.77,1.71,30,-1,2.14,2.04,1.85,1.78,1.57,4.04,7.11
SP2,21/09/16,UCAM Murcia,Almeria,4,0,H,1,0,H,2.45,3,3.1,2.5,3.1,3.1,2.4,3,2.8,2.4,2.9,3.2,2.5,3.07,3.34,2.5,2.9,3,2.45,3,3.25,52,2.5,2.43,3.1,2.96,3.34,3.06,34,2.68,2.53,1.52,1.49,27,-0.25,2.14,2.07,1.82,1.76,2.27,3.15,3.75
SP2,22/09/16,Girona,Mirandes,1,1,D,0,0,D,1.85,3.4,4.33,1.91,3.4,4.25,1.9,3.3,3.7,1.85,3.4,4.5,1.88,3.55,4.75,1.91,3.25,4,1.85,3.5,4.6,52,1.91,1.85,3.55,3.36,4.75,4.23,39,2.25,2.11,1.75,1.68,26,-0.5,1.9,1.86,2.04,1.96,1.5,3.81,6.42
SP2,22/09/16,Oviedo,Reus Deportiu,0,1,A,0,0,D,1.83,3.2,4.75,1.85,3.3,4.75,1.9,3.3,3.7,1.85,3.25,4.5,1.95,3.35,4.68,1.91,3.1,4.2,1.87,3.3,4.75,53,1.95,1.88,3.35,3.2,4.75,4.33,35,2.52,2.39,1.59,1.54,27,-0.5,1.94,1.88,2.01,1.92,1.91,3.38,4.89
SP2,22/09/16,Tenerife,Mallorca,0,0,D,0,0,D,2.6,3,2.88,2.45,2.95,3.25,2.3,3,2.9,2.4,2.9,3.2,2.52,3.06,3.32,2.5,2.88,3,2.45,3,3.2,52,2.6,2.45,3.06,2.94,3.32,3.06,34,2.7,2.55,1.53,1.48,27,-0.25,2.17,2.07,1.82,1.75,2.4,2.97,3.6
SP2,22/09/16,Vallecano,Getafe,2,0,H,1,0,H,2.05,3.3,3.6,2.1,3.3,3.7,2.1,3.1,3.3,2.1,3.1,3.6,2.16,3.31,3.85,2.05,3.25,3.5,2.15,3.25,3.6,53,2.16,2.09,3.31,3.17,3.85,3.56,37,2.28,2.15,1.72,1.65,28,-0.25,1.87,1.81,2.08,2.01,1.92,3.39,4.81
SP2,24/09/16,Almeria,Lugo,0,0,D,0,0,D,2.25,3.4,3.1,2.3,3.3,3.1,2.3,3.2,2.8,2.25,3.2,3.3,2.29,3.34,3.45,2.3,3.2,3,2.3,3.25,3.3,48,2.4,2.25,3.4,3.17,3.45,3.2,40,2.23,2.12,1.73,1.67,27,-0.25,1.99,1.92,1.95,1.88,1.97,3.48,4.33
SP2,24/09/16,Cordoba,Gimnastic,2,0,H,1,0,H,1.91,3.4,4,1.91,3.3,4.2,1.8,3.4,4,2,3.2,4,2.07,3.32,4.14,1.91,3.25,4,2,3.25,4.1,48,2.07,1.96,3.4,3.24,4.5,3.93,34,2.3,2.2,1.69,1.62,26,-0.5,2.07,1.97,1.9,1.83,1.96,3.42,4.38
SP2,24/09/16,Elche,Levante,0,1,A,0,0,D,2.6,3.3,2.63,2.7,3.1,2.7,2.6,3,2.6,2.7,3.1,2.7,2.81,3.22,2.79,2.6,3,2.75,2.7,3.1,2.8,48,2.81,2.65,3.3,3.09,2.79,2.68,36,2.4,2.28,1.64,1.57,27,0,1.98,1.89,1.99,1.91,2.76,3.11,2.91
SP2,24/09/16,Sevilla B,Alcorcon,1,1,D,1,0,H,2.5,3.2,2.8,2.5,3,3.1,2.5,3,2.7,2.5,3,3,2.56,3.17,3.14,2.5,2.88,3,2.55,3,3.13,48,2.56,2.46,3.2,3.01,3.15,2.98,36,2.65,2.48,1.55,1.49,26,-0.25,2.19,2.09,1.79,1.74,2.45,3,3.53
